query_x	subject_x	identity	coverage	qlength	slength	alength	bitscore	E-value	query_y	subject_y
CJJ81176_RS00310	SL1344_RS15360	25.301	76.0	201.0	454.0	166.0	46.6	4.2e-07	SL1344_RS15360	CJJ81176_RS00310
CJJ81176_RS00335	SL1344_RS09890	42.697	32.0	280.0	137.0	89.0	73.2	4.45e-17	SL1344_RS09890	CJJ81176_RS00335
CJJ81176_RS00340	SL1344_RS09885	26.687	89.0	359.0	334.0	326.0	122.0	8.67e-33	SL1344_RS09885	CJJ81176_RS00340
CJJ81176_RS00345	SL1344_RS09785	31.674	90.0	230.0	239.0	221.0	119.0	4.6399999999999995e-34	SL1344_RS09785	CJJ81176_RS00345
CJJ81176_RS00350	SL1344_RS15350	22.581	53.0	118.0	181.0	62.0	29.6	0.042	SL1344_RS15350	CJJ81176_RS00350
CJJ81176_RS00355	SL1344_RS09060	35.057	56.0	288.0	270.0	174.0	85.5	2.45e-20	SL1344_RS09060	CJJ81176_RS00355
CJJ81176_RS00365	SL1344_RS00930	29.134	80.0	157.0	159.0	127.0	58.2	3.18e-12	SL1344_RS00930	CJJ81176_RS00365
CJJ81176_RS00370	SL1344_RS13090	28.378	47.0	159.0	379.0	74.0	28.1	0.29	SL1344_RS13090	CJJ81176_RS00370
CJJ81176_RS00375	SL1344_RS03450	37.879	16.0	409.0	384.0	66.0	43.1	2.24e-05	SL1344_RS03450	CJJ81176_RS00375
CJJ81176_RS00380	SL1344_RS06435	24.215	95.0	298.0	618.0	223.0	71.6	5.65e-05	SL1344_RS06435	CJJ81176_RS00380
CJJ81176_RS00420	SL1344_RS19025	53.777	98.0	560.0	551.0	556.0	571.0	0.0	SL1344_RS19025	CJJ81176_RS00420
CJJ81176_RS00435	SL1344_RS15430	47.619	8.0	268.0	75.0	21.0	24.3	4.2	SL1344_RS15430	CJJ81176_RS00435
CJJ81176_RS00445	SL1344_RS03745	44.701	96.0	520.0	522.0	519.0	417.0	2.95e-142	SL1344_RS03745	CJJ81176_RS00445
CJJ81176_RS00450	SL1344_RS03750	27.157	99.0	374.0	379.0	394.0	115.0	5.48e-30	SL1344_RS03750	CJJ81176_RS00450
CJJ81176_RS00460	SL1344_RS15600	45.133	97.0	231.0	235.0	226.0	234.0	5.2900000000000005e-79	SL1344_RS15600	CJJ81176_RS00460
CJJ81176_RS00465	SL1344_RS13595	46.33	93.0	231.0	229.0	218.0	211.0	5.32e-70	SL1344_RS13595	CJJ81176_RS00465
CJJ81176_RS00470	SL1344_RS22210	57.511	99.0	468.0	478.0	466.0	547.0	0.0	SL1344_RS22210	CJJ81176_RS00470
CJJ81176_RS00475	SL1344_RS22205	53.394	99.0	445.0	433.0	442.0	407.0	9.749999999999999e-141	SL1344_RS22205	CJJ81176_RS00475
CJJ81176_RS00480	SL1344_RS07230	34.146	9.0	453.0	206.0	41.0	28.1	1.1	SL1344_RS07230	CJJ81176_RS00480
CJJ81176_RS00490	SL1344_RS06840	37.143	16.0	207.0	78.0	35.0	28.9	0.073	SL1344_RS06840	CJJ81176_RS00490
CJJ81176_RS00495	SL1344_RS00860	27.907	17.0	445.0	796.0	86.0	31.2	0.16	SL1344_RS00860	CJJ81176_RS00495
CJJ81176_RS00500	SL1344_RS12890	32.941	20.0	400.0	2435.0	85.0	32.7	0.054	SL1344_RS12890	CJJ81176_RS00500
CJJ81176_RS00505	SL1344_RS17070	41.748	100.0	102.0	103.0	103.0	80.1	4.4800000000000005e-22	SL1344_RS17070	CJJ81176_RS00505
CJJ81176_RS00510	SL1344_RS17065	65.854	96.0	84.0	85.0	82.0	102.0	3.13e-31	SL1344_RS17065	CJJ81176_RS00510
CJJ81176_RS00515	SL1344_RS17055	44.048	94.0	356.0	390.0	336.0	229.0	2.8500000000000005e-73	SL1344_RS17055	CJJ81176_RS00515
CJJ81176_RS00520	SL1344_RS01645	33.043	90.0	251.0	367.0	230.0	115.0	4.4e-31	SL1344_RS01645	CJJ81176_RS00520
CJJ81176_RS00525	SL1344_RS17595	37.5	97.0	305.0	315.0	304.0	194.0	2.44e-61	SL1344_RS17595	CJJ81176_RS00525
CJJ81176_RS00530	SL1344_RS21250	31.852	59.0	217.0	320.0	135.0	57.0	1.22e-10	SL1344_RS21250	CJJ81176_RS00530
CJJ81176_RS00535	SL1344_RS23925	28.485	56.0	261.0	401.0	165.0	58.2	1.02e-10	SL1344_RS23925	CJJ81176_RS00535
CJJ81176_RS00540	SL1344_RS24370	25.0	51.0	278.0	652.0	148.0	52.0	1.87e-08	SL1344_RS24370	CJJ81176_RS00540
CJJ81176_RS00555	SL1344_RS19915	32.895	44.0	173.0	177.0	76.0	41.6	6.24e-06	SL1344_RS19915	CJJ81176_RS00555
CJJ81176_RS00560	SL1344_RS19910	55.773	99.0	501.0	513.0	511.0	591.0	0.0	SL1344_RS19910	CJJ81176_RS00560
CJJ81176_RS00565	SL1344_RS19905	29.831	99.0	294.0	287.0	295.0	161.0	6.07e-49	SL1344_RS19905	CJJ81176_RS00565
CJJ81176_RS00570	SL1344_RS19900	70.346	99.0	465.0	460.0	462.0	660.0	0.0	SL1344_RS19900	CJJ81176_RS00570
CJJ81176_RS00575	SL1344_RS19895	30.645	91.0	129.0	139.0	124.0	55.8	8.92e-12	SL1344_RS19895	CJJ81176_RS00575
CJJ81176_RS00580	SL1344_RS16335	26.702	88.0	184.0	244.0	191.0	65.1	5.59e-14	SL1344_RS16335	CJJ81176_RS00580
CJJ81176_RS00585	SL1344_RS16330	33.6	96.0	129.0	141.0	125.0	67.4	3.36e-16	SL1344_RS16330	CJJ81176_RS00585
CJJ81176_RS00590	SL1344_RS08970	54.167	9.0	259.0	84.0	24.0	25.4	1.8	SL1344_RS08970	CJJ81176_RS00590
CJJ81176_RS00595	SL1344_RS03790	20.087	56.0	402.0	430.0	229.0	53.5	1.21e-08	SL1344_RS03790	CJJ81176_RS00595
CJJ81176_RS00600	SL1344_RS03795	47.059	62.0	165.0	174.0	102.0	93.6	1.59e-25	SL1344_RS03795	CJJ81176_RS00600
CJJ81176_RS00605	SL1344_RS03800	21.86	67.0	315.0	262.0	215.0	43.5	7.56e-06	SL1344_RS03800	CJJ81176_RS00605
CJJ81176_RS00610	SL1344_RS17835	34.228	77.0	191.0	196.0	149.0	83.6	3.78e-21	SL1344_RS17835	CJJ81176_RS00610
CJJ81176_RS00615	SL1344_RS05890	36.12	95.0	306.0	309.0	299.0	150.0	4.34e-44	SL1344_RS05890	CJJ81176_RS00615
CJJ81176_RS00620	SL1344_RS01050	36.681	99.0	229.0	232.0	229.0	134.0	1.15e-39	SL1344_RS01050	CJJ81176_RS00620
CJJ81176_RS00625	SL1344_RS08255	32.917	95.0	251.0	311.0	240.0	139.0	9.15e-41	SL1344_RS08255	CJJ81176_RS00625
CJJ81176_RS00635	SL1344_RS03720	30.769	25.0	204.0	933.0	52.0	28.1	0.59	SL1344_RS03720	CJJ81176_RS00635
CJJ81176_RS00640	SL1344_RS03375	35.135	79.0	134.0	157.0	111.0	59.3	6.23e-13	SL1344_RS03375	CJJ81176_RS00640
CJJ81176_RS00650	SL1344_RS17480	39.871	97.0	305.0	321.0	311.0	200.0	1.64e-63	SL1344_RS17480	CJJ81176_RS00650
CJJ81176_RS00660	SL1344_RS00945	27.434	94.0	120.0	151.0	113.0	52.4	1.76e-10	SL1344_RS00945	CJJ81176_RS00660
CJJ81176_RS00665	SL1344_RS03235	35.0	64.0	149.0	155.0	100.0	69.3	1.37e-16	SL1344_RS03235	CJJ81176_RS00665
CJJ81176_RS00670	SL1344_RS12140	53.785	90.0	280.0	304.0	251.0	282.0	3.19e-96	SL1344_RS12140	CJJ81176_RS00670
CJJ81176_RS00680	SL1344_RS01135	23.756	99.0	739.0	804.0	804.0	218.0	1.82e-61	SL1344_RS01135	CJJ81176_RS00680
CJJ81176_RS00685	SL1344_RS13695	22.222	65.0	275.0	373.0	189.0	45.8	1.49e-06	SL1344_RS13695	CJJ81176_RS00685
CJJ81176_RS00695	SL1344_RS00680	42.16	96.0	294.0	305.0	287.0	244.0	5.05e-81	SL1344_RS00680	CJJ81176_RS00695
CJJ81176_RS00705	SL1344_RS00015	26.518	100.0	292.0	309.0	313.0	95.9	7.35e-24	SL1344_RS00015	CJJ81176_RS00705
CJJ81176_RS00715	SL1344_RS16970	48.833	69.0	871.0	892.0	600.0	547.0	0.0	SL1344_RS16970	CJJ81176_RS00715
CJJ81176_RS00725	SL1344_RS16980	39.091	76.0	140.0	150.0	110.0	80.5	4.57e-21	SL1344_RS16980	CJJ81176_RS00725
CJJ81176_RS00735	SL1344_RS20990	25.373	22.0	292.0	336.0	67.0	30.4	0.13	SL1344_RS20990	CJJ81176_RS00735
CJJ81176_RS00740	SL1344_RS14830	27.711	93.0	267.0	282.0	249.0	100.0	5.440000000000001e-26	SL1344_RS14830	CJJ81176_RS00740
CJJ81176_RS00750	SL1344_RS09460	26.136	83.0	296.0	314.0	264.0	114.0	1.14e-30	SL1344_RS09460	CJJ81176_RS00750
CJJ81176_RS00755	SL1344_RS18435	29.72	34.0	659.0	547.0	286.0	102.0	1.0099999999999999e-23	SL1344_RS18435	CJJ81176_RS00755
CJJ81176_RS00765	SL1344_RS04655	38.679	98.0	312.0	322.0	318.0	205.0	2.25e-65	SL1344_RS04655	CJJ81176_RS00765
CJJ81176_RS00770	SL1344_RS20145	46.667	98.0	104.0	109.0	105.0	104.0	1.16e-31	SL1344_RS20145	CJJ81176_RS00770
CJJ81176_RS00775	SL1344_RS16865	24.272	90.0	112.0	131.0	103.0	39.7	5.95e-06	SL1344_RS16865	CJJ81176_RS00775
CJJ81176_RS00785	SL1344_RS12330	53.03	99.0	400.0	412.0	396.0	454.0	2.44e-160	SL1344_RS12330	CJJ81176_RS00785
CJJ81176_RS00800	SL1344_RS22430	25.217	96.0	227.0	243.0	230.0	76.6	7.7e-18	SL1344_RS22430	CJJ81176_RS00800
CJJ81176_RS00805	SL1344_RS16855	34.643	99.0	274.0	287.0	280.0	130.0	3.9e-37	SL1344_RS16855	CJJ81176_RS00805
CJJ81176_RS00810	SL1344_RS21045	50.0	98.0	66.0	70.0	66.0	80.9	2.32e-23	SL1344_RS21045	CJJ81176_RS00810
CJJ81176_RS00815	SL1344_RS16005	24.775	92.0	218.0	243.0	222.0	50.4	1.51e-08	SL1344_RS16005	CJJ81176_RS00815
CJJ81176_RS00825	SL1344_RS03980	29.412	24.0	141.0	427.0	34.0	26.9	0.52	SL1344_RS03980	CJJ81176_RS00825
CJJ81176_RS00830	SL1344_RS15255	29.688	33.0	193.0	120.0	64.0	37.0	0.000167	SL1344_RS15255	CJJ81176_RS00830
CJJ81176_RS00835	SL1344_RS15265	29.134	50.0	247.0	223.0	127.0	55.8	2.22e-10	SL1344_RS15265	CJJ81176_RS00835
CJJ81176_RS00840	SL1344_RS04060	33.123	94.0	320.0	329.0	317.0	184.0	4.6e-57	SL1344_RS04060	CJJ81176_RS00840
CJJ81176_RS00855	SL1344_RS21735	21.525	74.0	294.0	290.0	223.0	52.0	1.34e-08	SL1344_RS21735	CJJ81176_RS00855
CJJ81176_RS00860	SL1344_RS22385	28.269	92.0	289.0	316.0	283.0	114.0	8.69e-31	SL1344_RS22385	CJJ81176_RS00860
CJJ81176_RS00865	SL1344_RS09160	38.919	98.0	187.0	188.0	185.0	130.0	1.77e-39	SL1344_RS09160	CJJ81176_RS00865
CJJ81176_RS00880	SL1344_RS07110	57.436	89.0	220.0	193.0	195.0	224.0	9.38e-76	SL1344_RS07110	CJJ81176_RS00880
CJJ81176_RS00910	SL1344_RS12300	22.305	77.0	334.0	397.0	269.0	42.0	4.36e-05	SL1344_RS12300	CJJ81176_RS00910
CJJ81176_RS00915	SL1344_RS11535	41.667	89.0	38.0	187.0	36.0	23.9	0.31	SL1344_RS11535	CJJ81176_RS00915
CJJ81176_RS00920	SL1344_RS01925	44.565	81.0	399.0	406.0	276.0	220.0	9.77e-05	SL1344_RS01925	CJJ81176_RS00920
CJJ81176_RS00925	SL1344_RS22620	23.185	94.0	452.0	447.0	427.0	152.0	3.1599999999999995e-42	SL1344_RS22620	CJJ81176_RS00925
CJJ81176_RS00930	SL1344_RS09255	23.75	20.0	394.0	216.0	80.0	38.1	0.000481	SL1344_RS09255	CJJ81176_RS00930
CJJ81176_RS00935	SL1344_RS22015	52.941	99.0	69.0	111.0	68.0	75.1	1.65e-20	SL1344_RS22015	CJJ81176_RS00935
CJJ81176_RS00940	SL1344_RS15555	53.39	99.0	239.0	237.0	236.0	224.0	8.46e-75	SL1344_RS15555	CJJ81176_RS00940
CJJ81176_RS00945	SL1344_RS12830	38.624	99.0	188.0	212.0	189.0	127.0	5.1e-38	SL1344_RS12830	CJJ81176_RS00945
CJJ81176_RS00950	SL1344_RS22365	28.395	95.0	456.0	515.0	486.0	132.0	1.86e-34	SL1344_RS22365	CJJ81176_RS00950
CJJ81176_RS00955	SL1344_RS22515	26.271	42.0	232.0	216.0	118.0	30.8	0.065	SL1344_RS22515	CJJ81176_RS00955
CJJ81176_RS00960	SL1344_RS20065	33.803	97.0	501.0	506.0	497.0	293.0	1.33e-94	SL1344_RS20065	CJJ81176_RS00960
CJJ81176_RS00965	SL1344_RS17590	38.788	94.0	175.0	169.0	165.0	112.0	6.66e-33	SL1344_RS17590	CJJ81176_RS00965
CJJ81176_RS00970	SL1344_RS02290	68.085	97.0	194.0	207.0	188.0	283.0	4.3e-99	SL1344_RS02290	CJJ81176_RS00970
CJJ81176_RS00975	SL1344_RS02285	29.385	98.0	444.0	432.0	439.0	163.0	2.3399999999999998e-46	SL1344_RS02285	CJJ81176_RS00975
CJJ81176_RS00980	SL1344_RS11265	41.279	88.0	190.0	222.0	172.0	118.0	2.8099999999999998e-34	SL1344_RS11265	CJJ81176_RS00980
CJJ81176_RS00985	SL1344_RS09865	43.662	90.0	461.0	456.0	426.0	329.0	1.1800000000000001e-109	SL1344_RS09865	CJJ81176_RS00985
CJJ81176_RS00990	SL1344_RS12120	38.429	100.0	445.0	505.0	471.0	315.0	9.61e-104	SL1344_RS12120	CJJ81176_RS00990
CJJ81176_RS00995	SL1344_RS00325	36.604	99.0	242.0	273.0	265.0	174.0	1.01e-54	SL1344_RS00325	CJJ81176_RS00995
CJJ81176_RS01000	SL1344_RS04675	32.697	98.0	393.0	447.0	419.0	196.0	2.93e-59	SL1344_RS04675	CJJ81176_RS01000
CJJ81176_RS01025	SL1344_RS03875	27.536	15.0	448.0	422.0	69.0	31.6	0.12	SL1344_RS03875	CJJ81176_RS01025
CJJ81176_RS01030	SL1344_RS17220	26.0	8.0	665.0	417.0	50.0	28.1	2.3	SL1344_RS17220	CJJ81176_RS01030
CJJ81176_RS01035	SL1344_RS16570	45.349	90.0	267.0	273.0	258.0	201.0	8.88e-65	SL1344_RS16570	CJJ81176_RS01035
CJJ81176_RS01040	SL1344_RS06625	42.289	99.0	602.0	642.0	603.0	498.0	4.62e-171	SL1344_RS06625	CJJ81176_RS01040
CJJ81176_RS01045	SL1344_RS06630	43.293	95.0	172.0	180.0	164.0	115.0	5.06e-34	SL1344_RS06630	CJJ81176_RS01045
CJJ81176_RS01085	SL1344_RS21170	38.348	96.0	342.0	334.0	339.0	212.0	2.1899999999999998e-67	SL1344_RS21170	CJJ81176_RS01085
CJJ81176_RS01090	SL1344_RS12575	29.134	84.0	148.0	141.0	127.0	65.1	4.04e-15	SL1344_RS12575	CJJ81176_RS01090
CJJ81176_RS01095	SL1344_RS15475	22.449	99.0	281.0	443.0	294.0	85.9	7.17e-20	SL1344_RS15475	CJJ81176_RS01095
CJJ81176_RS01100	SL1344_RS17900	37.662	97.0	395.0	405.0	385.0	288.0	2.5799999999999997e-95	SL1344_RS17900	CJJ81176_RS01100
CJJ81176_RS01105	SL1344_RS15140	36.453	96.0	209.0	208.0	203.0	147.0	1.76e-45	SL1344_RS15140	CJJ81176_RS01105
CJJ81176_RS01110	SL1344_RS17555	43.258	98.0	182.0	184.0	178.0	159.0	4.07e-51	SL1344_RS17555	CJJ81176_RS01110
CJJ81176_RS01120	SL1344_RS11695	25.762	97.0	340.0	376.0	361.0	126.0	3.1499999999999997e-34	SL1344_RS11695	CJJ81176_RS01120
CJJ81176_RS01130	SL1344_RS19230	25.735	61.0	202.0	213.0	136.0	34.3	0.004	SL1344_RS19230	CJJ81176_RS01130
CJJ81176_RS01135	SL1344_RS01110	40.217	98.0	187.0	185.0	184.0	161.0	8.679999999999999e-52	SL1344_RS01110	CJJ81176_RS01135
CJJ81176_RS01140	SL1344_RS17005	27.358	83.0	123.0	110.0	106.0	40.8	2.03e-06	SL1344_RS17005	CJJ81176_RS01140
CJJ81176_RS01145	SL1344_RS05330	37.654	70.0	231.0	219.0	162.0	82.8	2.98e-20	SL1344_RS05330	CJJ81176_RS01145
CJJ81176_RS01150	SL1344_RS00870	33.333	94.0	211.0	220.0	201.0	93.6	1.5399999999999999e-24	SL1344_RS00870	CJJ81176_RS01150
CJJ81176_RS01155	SL1344_RS08300	33.065	39.0	627.0	343.0	248.0	127.0	2.56e-33	SL1344_RS08300	CJJ81176_RS01155
CJJ81176_RS01160	SL1344_RS13030	39.098	41.0	323.0	128.0	133.0	90.9	2.0299999999999998e-23	SL1344_RS13030	CJJ81176_RS01160
CJJ81176_RS01165	SL1344_RS13035	39.018	97.0	393.0	404.0	387.0	259.0	3.97e-84	SL1344_RS13035	CJJ81176_RS01165
CJJ81176_RS01175	SL1344_RS19305	23.711	24.0	388.0	569.0	97.0	29.3	0.64	SL1344_RS19305	CJJ81176_RS01175
CJJ81176_RS01180	SL1344_RS06635	55.556	70.0	63.0	65.0	45.0	40.0	3.34e-07	SL1344_RS06635	CJJ81176_RS01180
CJJ81176_RS01185	SL1344_RS06640	58.974	100.0	117.0	118.0	117.0	116.0	8.66e-36	SL1344_RS06640	CJJ81176_RS01185
CJJ81176_RS01200	SL1344_RS07780	23.529	18.0	285.0	109.0	51.0	26.9	0.76	SL1344_RS07780	CJJ81176_RS01200
CJJ81176_RS01210	SL1344_RS22020	30.649	96.0	436.0	500.0	447.0	175.0	2.52e-50	SL1344_RS22020	CJJ81176_RS01210
CJJ81176_RS01220	SL1344_RS04070	43.791	97.0	157.0	161.0	153.0	123.0	1.4e-37	SL1344_RS04070	CJJ81176_RS01220
CJJ81176_RS01235	SL1344_RS06470	33.459	98.0	252.0	268.0	266.0	123.0	8.020000000000001e-35	SL1344_RS06470	CJJ81176_RS01235
CJJ81176_RS01240	SL1344_RS22040	38.922	91.0	512.0	547.0	501.0	347.0	8.15e-115	SL1344_RS22040	CJJ81176_RS01240
CJJ81176_RS01245	SL1344_RS21745	42.857	89.0	118.0	122.0	105.0	85.5	1.0699999999999998e-23	SL1344_RS21745	CJJ81176_RS01245
CJJ81176_RS01250	SL1344_RS16800	30.909	68.0	81.0	277.0	55.0	27.7	0.092	SL1344_RS16800	CJJ81176_RS01250
CJJ81176_RS01255	SL1344_RS05730	37.427	99.0	335.0	348.0	342.0	216.0	5.67e-69	SL1344_RS05730	CJJ81176_RS01255
CJJ81176_RS01265	SL1344_RS01310	33.846	25.0	239.0	256.0	65.0	46.6	4.27e-07	SL1344_RS01310	CJJ81176_RS01265
CJJ81176_RS01275	SL1344_RS16495	40.714	96.0	291.0	257.0	280.0	185.0	1.6e-58	SL1344_RS16495	CJJ81176_RS01275
CJJ81176_RS01280	SL1344_RS18785	46.859	94.0	838.0	777.0	796.0	737.0	0.0	SL1344_RS18785	CJJ81176_RS01280
CJJ81176_RS01285	SL1344_RS19680	26.316	87.0	191.0	394.0	171.0	75.5	3.46e-17	SL1344_RS19680	CJJ81176_RS01285
CJJ81176_RS01300	SL1344_RS22405	25.085	64.0	362.0	334.0	295.0	48.5	2.88e-07	SL1344_RS22405	CJJ81176_RS01300
CJJ81176_RS01305	SL1344_RS20085	44.898	96.0	304.0	309.0	294.0	253.0	3.16e-84	SL1344_RS20085	CJJ81176_RS01305
CJJ81176_RS01310	SL1344_RS09105	31.373	53.0	68.0	59.0	51.0	27.3	0.029	SL1344_RS09105	CJJ81176_RS01310
CJJ81176_RS01315	SL1344_RS12785	40.268	99.0	151.0	156.0	149.0	120.0	1.85e-36	SL1344_RS12785	CJJ81176_RS01315
CJJ81176_RS01325	SL1344_RS01150	47.101	95.0	146.0	151.0	138.0	134.0	3.5299999999999995e-42	SL1344_RS01150	CJJ81176_RS01325
CJJ81176_RS01330	SL1344_RS01155	37.154	95.0	263.0	262.0	253.0	183.0	3.23e-58	SL1344_RS01155	CJJ81176_RS01330
CJJ81176_RS01335	SL1344_RS02295	55.147	99.0	407.0	423.0	408.0	437.0	1.57e-153	SL1344_RS02295	CJJ81176_RS01335
CJJ81176_RS01340	SL1344_RS17425	55.752	97.0	346.0	347.0	339.0	369.0	8.270000000000001e-129	SL1344_RS17425	CJJ81176_RS01340
CJJ81176_RS01345	SL1344_RS06995	41.176	12.0	249.0	82.0	34.0	28.1	0.2	SL1344_RS06995	CJJ81176_RS01345
CJJ81176_RS01350	SL1344_RS00340	55.282	99.0	1089.0	1075.0	1098.0	1214.0	0.0	SL1344_RS00340	CJJ81176_RS01350
CJJ81176_RS01360	SL1344_RS00035	32.414	41.0	325.0	317.0	145.0	57.0	3.8e-10	SL1344_RS00035	CJJ81176_RS01360
CJJ81176_RS01365	SL1344_RS23485	37.056	95.0	207.0	322.0	197.0	114.0	2.17e-31	SL1344_RS23485	CJJ81176_RS01365
CJJ81176_RS01370	SL1344_RS09605	33.094	80.0	173.0	167.0	139.0	70.9	9e-17	SL1344_RS09605	CJJ81176_RS01370
CJJ81176_RS01375	SL1344_RS09610	33.871	82.0	769.0	671.0	682.0	352.0	4.44e-112	SL1344_RS09610	CJJ81176_RS01375
CJJ81176_RS01380	SL1344_RS11875	29.268	97.0	318.0	333.0	328.0	143.0	3.76e-41	SL1344_RS11875	CJJ81176_RS01380
CJJ81176_RS01390	SL1344_RS17040	43.949	97.0	161.0	158.0	157.0	137.0	8.4e-43	SL1344_RS17040	CJJ81176_RS01390
CJJ81176_RS01395	SL1344_RS01160	26.347	87.0	364.0	382.0	334.0	111.0	1.6499999999999999e-28	SL1344_RS01160	CJJ81176_RS01395
CJJ81176_RS01405	SL1344_RS12310	53.986	88.0	364.0	463.0	276.0	302.0	6.33e-07	SL1344_RS12310	CJJ81176_RS01405
CJJ81176_RS01410	SL1344_RS15145	35.547	98.0	258.0	253.0	256.0	166.0	1.34e-51	SL1344_RS15145	CJJ81176_RS01410
CJJ81176_RS01415	SL1344_RS15450	32.937	98.0	217.0	268.0	252.0	107.0	2.0200000000000002e-29	SL1344_RS15450	CJJ81176_RS01415
CJJ81176_RS01420	SL1344_RS00915	49.541	86.0	126.0	126.0	109.0	112.0	4.2799999999999995e-34	SL1344_RS00915	CJJ81176_RS01420
CJJ81176_RS01425	SL1344_RS00920	40.502	98.0	282.0	284.0	279.0	203.0	2.84e-65	SL1344_RS00920	CJJ81176_RS01425
