query_x	subject_x	identity	coverage	qlength	slength	alength	bitscore	E-value	query_y	subject_y
CJJ81176_RS00260	Cj0042	100.0	100.0	294.0	294.0	294.0	587.0	0.0	Cj0042	CJJ81176_RS00260
CJJ81176_RS00265	Cj0043	99.817	100.0	545.0	545.0	545.0	1084.0	0.0	Cj0043	CJJ81176_RS00265
CJJ81176_RS00270	Cj0044c	94.703	100.0	622.0	623.0	623.0	1176.0	0.0	Cj0044c	CJJ81176_RS00270
CJJ81176_RS00275	Cj0045c	97.037	56.0	239.0	240.0	135.0	261.0	4.269999999999999e-90	Cj0045c	CJJ81176_RS00275
CJJ81176_RS00305	Cj0053c	99.704	100.0	338.0	338.0	338.0	690.0	0.0	Cj0053c	CJJ81176_RS00305
CJJ81176_RS00310	Cj0054c	99.005	100.0	201.0	201.0	201.0	402.0	5.89e-147	Cj0054c	CJJ81176_RS00310
CJJ81176_RS00315	Cj0055c	99.237	100.0	262.0	274.0	262.0	521.0	0.0	Cj0055c	CJJ81176_RS00315
CJJ81176_RS00325	Cj0057	88.462	9.0	285.0	284.0	26.0	52.0	3.78e-09	Cj0057	CJJ81176_RS00325
CJJ81176_RS00330	Cj0058	93.846	33.0	199.0	199.0	65.0	124.0	4.430000000000001e-37	Cj0058	CJJ81176_RS00330
CJJ81176_RS00335	Cj0059c	99.286	100.0	280.0	280.0	280.0	563.0	0.0	Cj0059c	CJJ81176_RS00335
CJJ81176_RS00340	Cj0060c	100.0	100.0	359.0	359.0	359.0	722.0	0.0	Cj0060c	CJJ81176_RS00340
CJJ81176_RS00345	Cj0061c	100.0	100.0	230.0	238.0	230.0	454.0	2.2200000000000002e-166	Cj0061c	CJJ81176_RS00345
CJJ81176_RS00350	Cj0062c	99.153	100.0	118.0	118.0	118.0	233.0	2.16e-82	Cj0062c	CJJ81176_RS00350
CJJ81176_RS00355	Cj0063c	100.0	100.0	288.0	288.0	288.0	574.0	0.0	Cj0063c	CJJ81176_RS00355
CJJ81176_RS00360	Cj0064c	99.587	100.0	484.0	484.0	484.0	988.0	0.0	Cj0064c	CJJ81176_RS00360
CJJ81176_RS00365	Cj0065c	100.0	100.0	157.0	157.0	157.0	321.0	3.95e-116	Cj0065c	CJJ81176_RS00365
CJJ81176_RS00370	Cj0066c	100.0	100.0	159.0	159.0	159.0	326.0	3.02e-118	Cj0066c	CJJ81176_RS00370
CJJ81176_RS00375	Cj0067	99.511	100.0	409.0	409.0	409.0	823.0	0.0	Cj0067	CJJ81176_RS00375
CJJ81176_RS00380	Cj0068	98.993	100.0	298.0	298.0	298.0	585.0	0.0	Cj0068	CJJ81176_RS00380
CJJ81176_RS00385	Cj0069	100.0	100.0	343.0	343.0	343.0	705.0	0.0	Cj0069	CJJ81176_RS00385
CJJ81176_RS00405	Cj0073c	99.541	100.0	218.0	218.0	218.0	440.0	3.8800000000000004e-161	Cj0073c	CJJ81176_RS00405
CJJ81176_RS00410	Cj0074c	99.791	100.0	479.0	479.0	479.0	997.0	0.0	Cj0074c	CJJ81176_RS00410
CJJ81176_RS00415	Cj0075c	98.374	100.0	246.0	246.0	246.0	500.0	0.0	Cj0075c	CJJ81176_RS00415
CJJ81176_RS00420	Cj0076c	100.0	100.0	560.0	560.0	560.0	1098.0	0.0	Cj0076c	CJJ81176_RS00420
CJJ81176_RS00425	Cj0077c	100.0	100.0	189.0	189.0	189.0	379.0	2.82e-138	Cj0077c	CJJ81176_RS00425
CJJ81176_RS00430	Cj0078c	100.0	100.0	265.0	265.0	265.0	544.0	0.0	Cj0078c	CJJ81176_RS00430
CJJ81176_RS00435	Cj0079c	100.0	100.0	268.0	268.0	268.0	555.0	0.0	Cj0079c	CJJ81176_RS00435
CJJ81176_RS00440	Cj0080	100.0	100.0	77.0	89.0	77.0	147.0	1.36e-49	Cj0080	CJJ81176_RS00440
CJJ81176_RS00445	Cj0081	99.808	100.0	520.0	520.0	520.0	1060.0	0.0	Cj0081	CJJ81176_RS00445
CJJ81176_RS00450	Cj0082	100.0	100.0	374.0	374.0	374.0	741.0	0.0	Cj0082	CJJ81176_RS00450
CJJ81176_RS00460	Cj0085c	99.134	100.0	231.0	231.0	231.0	454.0	2.36e-166	Cj0085c	CJJ81176_RS00460
CJJ81176_RS00465	Cj0086c	99.567	100.0	231.0	231.0	231.0	463.0	6.219999999999999e-170	Cj0086c	CJJ81176_RS00465
CJJ81176_RS00470	Cj0087	99.573	100.0	468.0	468.0	468.0	964.0	0.0	Cj0087	CJJ81176_RS00470
CJJ81176_RS00475	Cj0088	98.876	100.0	445.0	445.0	445.0	868.0	0.0	Cj0088	CJJ81176_RS00475
CJJ81176_RS00480	Cj0089	97.792	100.0	453.0	453.0	453.0	891.0	0.0	Cj0089	CJJ81176_RS00480
CJJ81176_RS00485	Cj0090	97.541	100.0	122.0	122.0	122.0	239.0	4.72e-85	Cj0090	CJJ81176_RS00485
CJJ81176_RS00490	Cj0091	99.517	100.0	207.0	207.0	207.0	416.0	2.65e-152	Cj0091	CJJ81176_RS00490
CJJ81176_RS00495	Cj0092	99.326	100.0	445.0	445.0	445.0	899.0	0.0	Cj0092	CJJ81176_RS00495
CJJ81176_RS00500	Cj0093	99.25	100.0	400.0	400.0	400.0	792.0	0.0	Cj0093	CJJ81176_RS00500
CJJ81176_RS00505	Cj0094	100.0	100.0	102.0	102.0	102.0	199.0	1.32e-69	Cj0094	CJJ81176_RS00505
CJJ81176_RS00510	Cj0095	100.0	100.0	84.0	84.0	84.0	169.0	1.6300000000000002e-58	Cj0095	CJJ81176_RS00510
CJJ81176_RS00515	Cj0096	99.425	98.0	356.0	350.0	348.0	689.0	0.0	Cj0096	CJJ81176_RS00515
CJJ81176_RS00520	Cj0097	100.0	100.0	251.0	251.0	251.0	502.0	0.0	Cj0097	CJJ81176_RS00520
CJJ81176_RS00525	Cj0098	98.361	100.0	305.0	305.0	305.0	605.0	0.0	Cj0098	CJJ81176_RS00525
CJJ81176_RS00530	Cj0099	97.235	100.0	217.0	217.0	217.0	425.0	2.61e-155	Cj0099	CJJ81176_RS00530
CJJ81176_RS00535	Cj0100	100.0	100.0	261.0	261.0	261.0	523.0	0.0	Cj0100	CJJ81176_RS00535
CJJ81176_RS00540	Cj0101	99.64	100.0	278.0	278.0	278.0	545.0	0.0	Cj0101	CJJ81176_RS00540
CJJ81176_RS00545	Cj0102	99.291	100.0	141.0	141.0	141.0	275.0	1.37e-98	Cj0102	CJJ81176_RS00545
CJJ81176_RS00550	Cj0103	100.0	100.0	170.0	170.0	170.0	336.0	1.39e-121	Cj0103	CJJ81176_RS00550
CJJ81176_RS00555	Cj0104	100.0	100.0	173.0	173.0	173.0	333.0	1.49e-120	Cj0104	CJJ81176_RS00555
CJJ81176_RS00560	Cj0105	99.8	100.0	501.0	501.0	501.0	1006.0	0.0	Cj0105	CJJ81176_RS00560
CJJ81176_RS00565	Cj0106	98.299	100.0	294.0	294.0	294.0	585.0	0.0	Cj0106	CJJ81176_RS00565
CJJ81176_RS00570	Cj0107	100.0	100.0	465.0	465.0	465.0	945.0	0.0	Cj0107	CJJ81176_RS00570
CJJ81176_RS00575	Cj0108	100.0	100.0	129.0	129.0	129.0	258.0	2.19e-92	Cj0108	CJJ81176_RS00575
CJJ81176_RS00580	Cj0109	99.457	100.0	184.0	184.0	184.0	362.0	1.8e-131	Cj0109	CJJ81176_RS00580
CJJ81176_RS00585	Cj0110	99.225	100.0	129.0	129.0	129.0	256.0	1.94e-91	Cj0110	CJJ81176_RS00585
CJJ81176_RS00590	Cj0111	98.456	100.0	259.0	259.0	259.0	510.0	0.0	Cj0111	CJJ81176_RS00590
CJJ81176_RS00595	Cj0112	98.507	100.0	402.0	402.0	402.0	797.0	0.0	Cj0112	CJJ81176_RS00595
CJJ81176_RS00600	Cj0113	100.0	100.0	165.0	165.0	165.0	336.0	9.74e-122	Cj0113	CJJ81176_RS00600
CJJ81176_RS00605	Cj0114	100.0	100.0	315.0	315.0	315.0	624.0	0.0	Cj0114	CJJ81176_RS00605
CJJ81176_RS00610	Cj0115	98.953	100.0	191.0	189.0	191.0	376.0	7.86e-137	Cj0115	CJJ81176_RS00610
CJJ81176_RS00615	Cj0116	98.366	100.0	306.0	306.0	306.0	604.0	0.0	Cj0116	CJJ81176_RS00615
CJJ81176_RS00620	Cj0117	99.563	100.0	229.0	229.0	229.0	459.0	1.47e-168	Cj0117	CJJ81176_RS00620
CJJ81176_RS00625	Cj0118	98.8	99.0	251.0	251.0	250.0	514.0	0.0	Cj0118	CJJ81176_RS00625
CJJ81176_RS00630	Cj0119	98.266	100.0	173.0	173.0	173.0	349.0	7.7e-127	Cj0119	CJJ81176_RS00630
CJJ81176_RS00635	Cj0120	99.02	100.0	204.0	204.0	204.0	410.0	9.389999999999999e-150	Cj0120	CJJ81176_RS00635
CJJ81176_RS00640	Cj0121	98.496	99.0	134.0	135.0	133.0	260.0	1.06e-92	Cj0121	CJJ81176_RS00640
CJJ81176_RS00650	Cj0123c	96.066	100.0	305.0	308.0	305.0	602.0	0.0	Cj0123c	CJJ81176_RS00650
CJJ81176_RS00655	Cj0124c	98.78	100.0	328.0	328.0	328.0	635.0	0.0	Cj0124c	CJJ81176_RS00655
CJJ81176_RS00660	Cj0125c	100.0	100.0	120.0	120.0	120.0	243.0	2.19e-86	Cj0125c	CJJ81176_RS00660
CJJ81176_RS00665	Cj0126c	98.658	100.0	149.0	153.0	149.0	298.0	2.88e-107	Cj0126c	CJJ81176_RS00665
CJJ81176_RS00670	Cj0127c	98.571	100.0	280.0	280.0	280.0	569.0	0.0	Cj0127c	CJJ81176_RS00670
CJJ81176_RS00675	Cj0128c	99.167	100.0	240.0	240.0	240.0	475.0	2.5e-174	Cj0128c	CJJ81176_RS00675
CJJ81176_RS00680	Cj0129c	99.053	100.0	739.0	739.0	739.0	1481.0	0.0	Cj0129c	CJJ81176_RS00680
CJJ81176_RS00685	Cj0130	99.636	100.0	275.0	275.0	275.0	559.0	0.0	Cj0130	CJJ81176_RS00685
CJJ81176_RS00690	Cj0131	98.906	100.0	457.0	457.0	457.0	922.0	0.0	Cj0131	CJJ81176_RS00690
CJJ81176_RS00695	Cj0132	98.98	100.0	294.0	294.0	294.0	595.0	0.0	Cj0132	CJJ81176_RS00695
CJJ81176_RS00700	Cj0133	99.248	100.0	133.0	133.0	133.0	262.0	1.28e-93	Cj0133	CJJ81176_RS00700
CJJ81176_RS00705	Cj0134	99.658	100.0	292.0	292.0	292.0	583.0	0.0	Cj0134	CJJ81176_RS00705
CJJ81176_RS00710	Cj0135	100.0	100.0	85.0	85.0	85.0	174.0	2.2099999999999998e-60	Cj0135	CJJ81176_RS00710
CJJ81176_RS00715	Cj0136	99.541	100.0	871.0	871.0	871.0	1730.0	0.0	Cj0136	CJJ81176_RS00715
CJJ81176_RS00720	Cj0137	99.167	100.0	120.0	120.0	120.0	246.0	1.22e-87	Cj0137	CJJ81176_RS00720
CJJ81176_RS00725	Cj0138	97.143	100.0	140.0	140.0	140.0	272.0	2.05e-97	Cj0138	CJJ81176_RS00725
CJJ81176_RS00730	Cj0139	61.017	73.0	631.0	783.0	472.0	490.0	4.43e-166	Cj0139	CJJ81176_RS00730
CJJ81176_RS00735	Cj0140	96.918	100.0	292.0	443.0	292.0	577.0	0.0	Cj0140	CJJ81176_RS00735
CJJ81176_RS00740	Cj0141c	97.004	100.0	267.0	267.0	267.0	507.0	0.0	Cj0141c	CJJ81176_RS00740
CJJ81176_RS00745	Cj0142c	97.887	100.0	284.0	284.0	284.0	567.0	0.0	Cj0142c	CJJ81176_RS00745
CJJ81176_RS00750	Cj0143c	98.649	100.0	296.0	296.0	296.0	595.0	0.0	Cj0143c	CJJ81176_RS00750
CJJ81176_RS00755	Cj0144	100.0	100.0	659.0	659.0	659.0	1327.0	0.0	Cj0144	CJJ81176_RS00755
CJJ81176_RS00760	Cj0145	98.314	100.0	593.0	593.0	593.0	1210.0	0.0	Cj0145	CJJ81176_RS00760
CJJ81176_RS00765	Cj0146c	98.077	100.0	312.0	312.0	312.0	625.0	0.0	Cj0146c	CJJ81176_RS00765
CJJ81176_RS00770	Cj0147c	99.038	100.0	104.0	104.0	104.0	213.0	4.95e-75	Cj0147c	CJJ81176_RS00770
CJJ81176_RS00775	Cj0148c	100.0	100.0	112.0	112.0	112.0	220.0	8.02e-78	Cj0148c	CJJ81176_RS00775
CJJ81176_RS00780	Cj0149c	98.554	100.0	415.0	415.0	415.0	826.0	0.0	Cj0149c	CJJ81176_RS00780
CJJ81176_RS00785	Cj0150c	99.25	100.0	400.0	400.0	400.0	825.0	0.0	Cj0150c	CJJ81176_RS00785
CJJ81176_RS00790	Cj0151c	99.254	100.0	268.0	268.0	268.0	521.0	0.0	Cj0151c	CJJ81176_RS00790
CJJ81176_RS00795	Cj0152c	99.038	100.0	312.0	312.0	312.0	613.0	0.0	Cj0152c	CJJ81176_RS00795
CJJ81176_RS00800	Cj0153c	99.559	100.0	227.0	227.0	227.0	449.0	1.9e-164	Cj0153c	CJJ81176_RS00800
CJJ81176_RS00805	Cj0154c	99.27	100.0	274.0	274.0	274.0	544.0	0.0	Cj0154c	CJJ81176_RS00805
CJJ81176_RS00810	Cj0155c	100.0	100.0	66.0	66.0	66.0	138.0	1.6499999999999999e-46	Cj0155c	CJJ81176_RS00810
CJJ81176_RS00815	Cj0156c	99.083	100.0	218.0	218.0	218.0	433.0	1.17e-158	Cj0156c	CJJ81176_RS00815
CJJ81176_RS00820	Cj0157c	100.0	100.0	135.0	135.0	135.0	265.0	1.3e-94	Cj0157c	CJJ81176_RS00820
CJJ81176_RS00825	Cj0158c	96.454	100.0	141.0	141.0	141.0	273.0	9.48e-98	Cj0158c	CJJ81176_RS00825
CJJ81176_RS00830	Cj0159c	99.482	100.0	193.0	193.0	193.0	400.0	3.5699999999999998e-146	Cj0159c	CJJ81176_RS00830
CJJ81176_RS00835	Cj0160c	98.785	100.0	247.0	247.0	247.0	496.0	0.0	Cj0160c	CJJ81176_RS00835
CJJ81176_RS00840	Cj0161c	100.0	100.0	320.0	320.0	320.0	647.0	0.0	Cj0161c	CJJ81176_RS00840
CJJ81176_RS00845	Cj0162c	100.0	100.0	171.0	171.0	171.0	337.0	6.05e-122	Cj0162c	CJJ81176_RS00845
CJJ81176_RS00850	Cj0163c	99.394	100.0	165.0	165.0	165.0	323.0	1.3800000000000002e-116	Cj0163c	CJJ81176_RS00850
CJJ81176_RS00855	Cj0164c	97.619	100.0	294.0	294.0	294.0	572.0	0.0	Cj0164c	CJJ81176_RS00855
CJJ81176_RS00860	Cj0166	98.27	100.0	289.0	289.0	289.0	573.0	0.0	Cj0166	CJJ81176_RS00860
CJJ81176_RS00865	Cj0167c	100.0	100.0	187.0	187.0	187.0	359.0	1.95e-130	Cj0167c	CJJ81176_RS00865
CJJ81176_RS00875	Cj0168c	91.667	100.0	60.0	55.0	60.0	102.0	9.54e-33	Cj0168c	CJJ81176_RS00875
CJJ81176_RS00880	Cj0169	100.0	100.0	220.0	220.0	220.0	458.0	1.88e-168	Cj0169	CJJ81176_RS00880
CJJ81176_RS00895	Cj0172c	99.002	100.0	401.0	401.0	401.0	827.0	0.0	Cj0172c	CJJ81176_RS00895
CJJ81176_RS00900	Cj0173c	99.338	100.0	302.0	302.0	302.0	603.0	0.0	Cj0173c	CJJ81176_RS00900
CJJ81176_RS00905	Cj0174c	99.257	100.0	538.0	538.0	538.0	1058.0	0.0	Cj0174c	CJJ81176_RS00905
CJJ81176_RS00910	Cj0175c	97.904	100.0	334.0	334.0	334.0	667.0	0.0	Cj0175c	CJJ81176_RS00910
CJJ81176_RS00915	Cj0176c	100.0	100.0	38.0	43.0	38.0	80.9	1.36e-24	Cj0176c	CJJ81176_RS00915
CJJ81176_RS00920	Cj0182	98.747	100.0	399.0	401.0	399.0	786.0	0.0	Cj0182	CJJ81176_RS00920
CJJ81176_RS00925	Cj0183	99.336	100.0	452.0	452.0	452.0	914.0	0.0	Cj0183	CJJ81176_RS00925
CJJ81176_RS00930	Cj0184c	98.438	97.0	394.0	384.0	384.0	766.0	0.0	Cj0184c	CJJ81176_RS00930
CJJ81176_RS00940	Cj0186c	99.582	100.0	239.0	239.0	239.0	462.0	3.1300000000000004e-169	Cj0186c	CJJ81176_RS00940
CJJ81176_RS00945	Cj0187c	97.872	100.0	188.0	188.0	188.0	375.0	1.33e-136	Cj0187c	CJJ81176_RS00945
CJJ81176_RS00950	Cj0188c	98.904	100.0	456.0	456.0	456.0	898.0	0.0	Cj0188c	CJJ81176_RS00950
CJJ81176_RS00955	Cj0189c	100.0	100.0	232.0	232.0	232.0	465.0	1.15e-170	Cj0189c	CJJ81176_RS00955
CJJ81176_RS00960	Cj0190c	99.401	100.0	501.0	501.0	501.0	1011.0	0.0	Cj0190c	CJJ81176_RS00960
CJJ81176_RS00965	Cj0191c	99.429	100.0	175.0	175.0	175.0	352.0	6.719999999999999e-128	Cj0191c	CJJ81176_RS00965
CJJ81176_RS00970	Cj0192c	99.485	100.0	194.0	194.0	194.0	395.0	3.1400000000000004e-144	Cj0192c	CJJ81176_RS00970
CJJ81176_RS00975	Cj0193c	98.423	100.0	444.0	444.0	444.0	852.0	0.0	Cj0193c	CJJ81176_RS00975
CJJ81176_RS00980	Cj0194	99.474	100.0	190.0	190.0	190.0	390.0	2.92e-142	Cj0194	CJJ81176_RS00980
CJJ81176_RS00985	Cj0195	99.566	100.0	461.0	461.0	461.0	929.0	0.0	Cj0195	CJJ81176_RS00985
CJJ81176_RS00990	Cj0196c	100.0	100.0	445.0	445.0	445.0	912.0	0.0	Cj0196c	CJJ81176_RS00990
CJJ81176_RS00995	Cj0197c	100.0	100.0	242.0	242.0	242.0	497.0	0.0	Cj0197c	CJJ81176_RS00995
CJJ81176_RS01000	Cj0198c	99.746	100.0	393.0	393.0	393.0	793.0	0.0	Cj0198c	CJJ81176_RS01000
CJJ81176_RS01005	Cj0199c	96.8	100.0	375.0	373.0	375.0	692.0	0.0	Cj0199c	CJJ81176_RS01005
CJJ81176_RS01010	Cj0200c	99.13	100.0	115.0	115.0	115.0	233.0	1.5799999999999998e-82	Cj0200c	CJJ81176_RS01010
CJJ81176_RS01015	Cj0201c	98.947	100.0	190.0	201.0	190.0	378.0	1.35e-137	Cj0201c	CJJ81176_RS01015
CJJ81176_RS01025	Cj0203	99.777	100.0	448.0	448.0	448.0	875.0	0.0	Cj0203	CJJ81176_RS01025
CJJ81176_RS01030	Cj0204	99.699	100.0	665.0	665.0	665.0	1319.0	0.0	Cj0204	CJJ81176_RS01030
CJJ81176_RS01035	Cj0205	99.251	100.0	267.0	267.0	267.0	511.0	0.0	Cj0205	CJJ81176_RS01035
CJJ81176_RS01040	Cj0206	99.169	100.0	602.0	602.0	602.0	1223.0	0.0	Cj0206	CJJ81176_RS01040
CJJ81176_RS01045	Cj0207	100.0	100.0	172.0	172.0	172.0	348.0	1.26e-126	Cj0207	CJJ81176_RS01045
CJJ81176_RS01050	Cj0208	99.725	100.0	363.0	363.0	363.0	733.0	0.0	Cj0208	CJJ81176_RS01050
CJJ81176_RS01085	Cj0224	98.83	100.0	342.0	342.0	342.0	694.0	0.0	Cj0224	CJJ81176_RS01085
CJJ81176_RS01090	Cj0225	97.297	100.0	148.0	148.0	148.0	301.0	1.5499999999999999e-108	Cj0225	CJJ81176_RS01090
CJJ81176_RS01095	Cj0226	99.644	100.0	281.0	281.0	281.0	558.0	0.0	Cj0226	CJJ81176_RS01095
CJJ81176_RS01100	Cj0227	98.987	100.0	395.0	395.0	395.0	800.0	0.0	Cj0227	CJJ81176_RS01100
CJJ81176_RS01105	Cj0228c	100.0	100.0	209.0	209.0	209.0	431.0	3.57e-158	Cj0228c	CJJ81176_RS01105
CJJ81176_RS01110	Cj0229	98.901	100.0	182.0	182.0	182.0	367.0	9.099999999999999e-134	Cj0229	CJJ81176_RS01110
CJJ81176_RS01115	Cj0230c	99.125	100.0	457.0	457.0	457.0	920.0	0.0	Cj0230c	CJJ81176_RS01115
CJJ81176_RS01120	Cj0231c	100.0	100.0	340.0	340.0	340.0	706.0	0.0	Cj0231c	CJJ81176_RS01120
CJJ81176_RS01125	Cj0232c	98.529	100.0	136.0	136.0	136.0	263.0	9.549999999999999e-94	Cj0232c	CJJ81176_RS01125
CJJ81176_RS01130	Cj0233c	99.01	100.0	202.0	202.0	202.0	404.0	9.53e-148	Cj0233c	CJJ81176_RS01130
CJJ81176_RS01135	Cj0234c	99.465	100.0	187.0	187.0	187.0	376.0	3.97e-137	Cj0234c	CJJ81176_RS01135
CJJ81176_RS01140	Cj0235c	100.0	100.0	123.0	123.0	123.0	239.0	4.41e-85	Cj0235c	CJJ81176_RS01140
CJJ81176_RS01145	Cj0236c	100.0	100.0	231.0	231.0	231.0	451.0	2.81e-165	Cj0236c	CJJ81176_RS01145
CJJ81176_RS01150	Cj0237	100.0	100.0	211.0	211.0	211.0	438.0	7.65e-161	Cj0237	CJJ81176_RS01150
CJJ81176_RS01155	Cj0238	98.884	100.0	627.0	627.0	627.0	1246.0	0.0	Cj0238	CJJ81176_RS01155
CJJ81176_RS01160	Cj0239c	100.0	100.0	323.0	323.0	323.0	668.0	0.0	Cj0239c	CJJ81176_RS01160
CJJ81176_RS01165	Cj0240c	99.491	100.0	393.0	393.0	393.0	808.0	0.0	Cj0240c	CJJ81176_RS01165
CJJ81176_RS01170	Cj0241c	99.248	100.0	133.0	133.0	133.0	259.0	1.8e-92	Cj0241c	CJJ81176_RS01170
CJJ81176_RS01175	Cj0243c	98.969	100.0	388.0	388.0	388.0	762.0	0.0	Cj0243c	CJJ81176_RS01175
CJJ81176_RS01180	Cj0244	98.413	100.0	63.0	63.0	63.0	121.0	6.4499999999999996e-40	Cj0244	CJJ81176_RS01180
CJJ81176_RS01185	Cj0245	100.0	100.0	117.0	117.0	117.0	226.0	7.04e-80	Cj0245	CJJ81176_RS01185
CJJ81176_RS01200	Cj0248	98.246	100.0	285.0	285.0	285.0	570.0	0.0	Cj0248	CJJ81176_RS01200
CJJ81176_RS01205	Cj0249	99.371	100.0	159.0	159.0	159.0	327.0	1.33e-118	Cj0249	CJJ81176_RS01205
CJJ81176_RS01210	Cj0250c	98.853	100.0	436.0	436.0	436.0	869.0	0.0	Cj0250c	CJJ81176_RS01210
CJJ81176_RS01215	Cj0251c	98.039	100.0	51.0	51.0	51.0	87.0	1.3e-26	Cj0251c	CJJ81176_RS01215
